D:\try\000000\40\2020_s2.tif,D:\try\000000\40\2020_dynamicWorld.tif,0
D:\try\000000\40\2021_s2.tif,D:\try\000000\40\2021_dynamicWorld.tif,0
D:\try\000000\41\2016_s2.tif,D:\try\000000\41\2016_dynamicWorld.tif,0
D:\try\000000\41\2017_s2.tif,D:\try\000000\41\2017_dynamicWorld.tif,0
D:\try\000000\41\2021_s2.tif,D:\try\000000\41\2021_dynamicWorld.tif,0
D:\try\000000\42\2017_s2.tif,D:\try\000000\42\2017_dynamicWorld.tif,219
D:\try\000000\42\2019_s2.tif,D:\try\000000\42\2019_dynamicWorld.tif,328
D:\try\000000\42\2020_s2.tif,D:\try\000000\42\2020_dynamicWorld.tif,373
D:\try\000000\43\2018_s2.tif,D:\try\000000\43\2018_dynamicWorld.tif,0
D:\try\000000\43\2019_s2.tif,D:\try\000000\43\2019_dynamicWorld.tif,0
D:\try\000000\43\2021_s2.tif,D:\try\000000\43\2021_dynamicWorld.tif,0
D:\try\000000\44\2018_s2.tif,D:\try\000000\44\2018_dynamicWorld.tif,0
D:\try\000000\44\2020_s2.tif,D:\try\000000\44\2020_dynamicWorld.tif,35
D:\try\000000\44\2021_s2.tif,D:\try\000000\44\2021_dynamicWorld.tif,28
D:\try\000000\45\2016_s2.tif,D:\try\000000\45\2016_dynamicWorld.tif,0
D:\try\000000\45\2017_s2.tif,D:\try\000000\45\2017_dynamicWorld.tif,0
D:\try\000000\45\2021_s2.tif,D:\try\000000\45\2021_dynamicWorld.tif,0
D:\try\000000\46\2016_s2.tif,D:\try\000000\46\2016_dynamicWorld.tif,0
D:\try\000000\46\2018_s2.tif,D:\try\000000\46\2018_dynamicWorld.tif,0
D:\try\000000\46\2019_s2.tif,D:\try\000000\46\2019_dynamicWorld.tif,0
D:\try\000000\47\2017_s2.tif,D:\try\000000\47\2017_dynamicWorld.tif,0
D:\try\000000\47\2019_s2.tif,D:\try\000000\47\2019_dynamicWorld.tif,0
D:\try\000000\47\2021_s2.tif,D:\try\000000\47\2021_dynamicWorld.tif,0
D:\try\000000\48\2019_s2.tif,D:\try\000000\48\2019_dynamicWorld.tif,0
D:\try\000000\48\2020_s2.tif,D:\try\000000\48\2020_dynamicWorld.tif,0
D:\try\000000\48\2021_s2.tif,D:\try\000000\48\2021_dynamicWorld.tif,0
D:\try\000000\49\2016_s2.tif,D:\try\000000\49\2016_dynamicWorld.tif,0
D:\try\000000\49\2017_s2.tif,D:\try\000000\49\2017_dynamicWorld.tif,0
D:\try\000000\49\2019_s2.tif,D:\try\000000\49\2019_dynamicWorld.tif,0
D:\try\000000\5\2016_s2.tif,D:\try\000000\5\2016_dynamicWorld.tif,0
D:\try\000000\5\2019_s2.tif,D:\try\000000\5\2019_dynamicWorld.tif,0
D:\try\000000\5\2021_s2.tif,D:\try\000000\5\2021_dynamicWorld.tif,0
D:\try\000000\50\2017_s2.tif,D:\try\000000\50\2017_dynamicWorld.tif,0
D:\try\000000\50\2018_s2.tif,D:\try\000000\50\2018_dynamicWorld.tif,0
D:\try\000000\50\2019_s2.tif,D:\try\000000\50\2019_dynamicWorld.tif,0
D:\try\000000\51\2016_s2.tif,D:\try\000000\51\2016_dynamicWorld.tif,2556
D:\try\000000\51\2017_s2.tif,D:\try\000000\51\2017_dynamicWorld.tif,2421
D:\try\000000\51\2021_s2.tif,D:\try\000000\51\2021_dynamicWorld.tif,2467
D:\try\000000\52\2019_s2.tif,D:\try\000000\52\2019_dynamicWorld.tif,0
D:\try\000000\52\2020_s2.tif,D:\try\000000\52\2020_dynamicWorld.tif,0
D:\try\000000\52\2021_s2.tif,D:\try\000000\52\2021_dynamicWorld.tif,0
D:\try\000000\53\2016_s2.tif,D:\try\000000\53\2016_dynamicWorld.tif,0
D:\try\000000\53\2018_s2.tif,D:\try\000000\53\2018_dynamicWorld.tif,0
D:\try\000000\53\2021_s2.tif,D:\try\000000\53\2021_dynamicWorld.tif,0
D:\try\000000\6\2016_s2.tif,D:\try\000000\6\2016_dynamicWorld.tif,0
D:\try\000000\6\2020_s2.tif,D:\try\000000\6\2020_dynamicWorld.tif,0
D:\try\000000\6\2021_s2.tif,D:\try\000000\6\2021_dynamicWorld.tif,0
D:\try\000000\7\2018_s2.tif,D:\try\000000\7\2018_dynamicWorld.tif,0
D:\try\000000\7\2019_s2.tif,D:\try\000000\7\2019_dynamicWorld.tif,0
D:\try\000000\7\2021_s2.tif,D:\try\000000\7\2021_dynamicWorld.tif,0
D:\try\000000\8\2017_s2.tif,D:\try\000000\8\2017_dynamicWorld.tif,0
D:\try\000000\8\2018_s2.tif,D:\try\000000\8\2018_dynamicWorld.tif,0
D:\try\000000\8\2019_s2.tif,D:\try\000000\8\2019_dynamicWorld.tif,0
D:\try\000000\9\2016_s2.tif,D:\try\000000\9\2016_dynamicWorld.tif,443
D:\try\000000\9\2020_s2.tif,D:\try\000000\9\2020_dynamicWorld.tif,562
D:\try\000000\9\2021_s2.tif,D:\try\000000\9\2021_dynamicWorld.tif,1049
D:\try\000038\0\2016_s2.tif,D:\try\000038\0\2016_dynamicWorld.tif,0
D:\try\000038\0\2019_s2.tif,D:\try\000038\0\2019_dynamicWorld.tif,26
D:\try\000038\0\2020_s2.tif,D:\try\000038\0\2020_dynamicWorld.tif,48
D:\try\000038\1\2017_s2.tif,D:\try\000038\1\2017_dynamicWorld.tif,359
D:\try\000038\1\2020_s2.tif,D:\try\000038\1\2020_dynamicWorld.tif,298
D:\try\000038\1\2021_s2.tif,D:\try\000038\1\2021_dynamicWorld.tif,332
D:\try\000038\10\2017_s2.tif,D:\try\000038\10\2017_dynamicWorld.tif,0
D:\try\000038\10\2019_s2.tif,D:\try\000038\10\2019_dynamicWorld.tif,0
D:\try\000038\10\2021_s2.tif,D:\try\000038\10\2021_dynamicWorld.tif,0
D:\try\000038\11\2018_s2.tif,D:\try\000038\11\2018_dynamicWorld.tif,0
D:\try\000038\11\2020_s2.tif,D:\try\000038\11\2020_dynamicWorld.tif,0
D:\try\000038\11\2021_s2.tif,D:\try\000038\11\2021_dynamicWorld.tif,0
D:\try\000038\12\2019_s2.tif,D:\try\000038\12\2019_dynamicWorld.tif,0
D:\try\000038\12\2020_s2.tif,D:\try\000038\12\2020_dynamicWorld.tif,0
D:\try\000038\12\2021_s2.tif,D:\try\000038\12\2021_dynamicWorld.tif,0
D:\try\000038\13\2016_s2.tif,D:\try\000038\13\2016_dynamicWorld.tif,0
D:\try\000038\13\2018_s2.tif,D:\try\000038\13\2018_dynamicWorld.tif,0
D:\try\000038\13\2019_s2.tif,D:\try\000038\13\2019_dynamicWorld.tif,0
D:\try\000038\14\2016_s2.tif,D:\try\000038\14\2016_dynamicWorld.tif,0
D:\try\000038\14\2019_s2.tif,D:\try\000038\14\2019_dynamicWorld.tif,0
D:\try\000038\14\2020_s2.tif,D:\try\000038\14\2020_dynamicWorld.tif,4331
D:\try\000038\15\2016_s2.tif,D:\try\000038\15\2016_dynamicWorld.tif,2
D:\try\000038\15\2018_s2.tif,D:\try\000038\15\2018_dynamicWorld.tif,0
D:\try\000038\15\2020_s2.tif,D:\try\000038\15\2020_dynamicWorld.tif,0
D:\try\000038\16\2016_s2.tif,D:\try\000038\16\2016_dynamicWorld.tif,0
D:\try\000038\16\2020_s2.tif,D:\try\000038\16\2020_dynamicWorld.tif,0
D:\try\000038\16\2021_s2.tif,D:\try\000038\16\2021_dynamicWorld.tif,0
D:\try\000038\17\2018_s2.tif,D:\try\000038\17\2018_dynamicWorld.tif,0
D:\try\000038\17\2019_s2.tif,D:\try\000038\17\2019_dynamicWorld.tif,0
D:\try\000038\17\2020_s2.tif,D:\try\000038\17\2020_dynamicWorld.tif,0
D:\try\000038\18\2016_s2.tif,D:\try\000038\18\2016_dynamicWorld.tif,1322
D:\try\000038\18\2018_s2.tif,D:\try\000038\18\2018_dynamicWorld.tif,1189
D:\try\000038\18\2020_s2.tif,D:\try\000038\18\2020_dynamicWorld.tif,1598
D:\try\000038\19\2017_s2.tif,D:\try\000038\19\2017_dynamicWorld.tif,0
D:\try\000038\19\2020_s2.tif,D:\try\000038\19\2020_dynamicWorld.tif,0
D:\try\000038\19\2021_s2.tif,D:\try\000038\19\2021_dynamicWorld.tif,0
D:\try\000038\2\2017_s2.tif,D:\try\000038\2\2017_dynamicWorld.tif,0
D:\try\000038\2\2019_s2.tif,D:\try\000038\2\2019_dynamicWorld.tif,0
D:\try\000038\2\2020_s2.tif,D:\try\000038\2\2020_dynamicWorld.tif,0
D:\try\000038\20\2016_s2.tif,D:\try\000038\20\2016_dynamicWorld.tif,0
D:\try\000038\20\2019_s2.tif,D:\try\000038\20\2019_dynamicWorld.tif,0
D:\try\000038\20\2021_s2.tif,D:\try\000038\20\2021_dynamicWorld.tif,0
D:\try\000038\21\2017_s2.tif,D:\try\000038\21\2017_dynamicWorld.tif,0
D:\try\000038\21\2018_s2.tif,D:\try\000038\21\2018_dynamicWorld.tif,0
D:\try\000038\21\2021_s2.tif,D:\try\000038\21\2021_dynamicWorld.tif,0
D:\try\000038\22\2017_s2.tif,D:\try\000038\22\2017_dynamicWorld.tif,0
D:\try\000038\22\2018_s2.tif,D:\try\000038\22\2018_dynamicWorld.tif,0
D:\try\000038\22\2020_s2.tif,D:\try\000038\22\2020_dynamicWorld.tif,0
D:\try\000038\23\2017_s2.tif,D:\try\000038\23\2017_dynamicWorld.tif,0
D:\try\000038\23\2018_s2.tif,D:\try\000038\23\2018_dynamicWorld.tif,0
D:\try\000038\23\2020_s2.tif,D:\try\000038\23\2020_dynamicWorld.tif,0
D:\try\000038\24\2017_s2.tif,D:\try\000038\24\2017_dynamicWorld.tif,692
D:\try\000038\24\2020_s2.tif,D:\try\000038\24\2020_dynamicWorld.tif,848
D:\try\000038\24\2021_s2.tif,D:\try\000038\24\2021_dynamicWorld.tif,809
D:\try\000038\25\2016_s2.tif,D:\try\000038\25\2016_dynamicWorld.tif,0
D:\try\000038\25\2018_s2.tif,D:\try\000038\25\2018_dynamicWorld.tif,0
D:\try\000038\25\2020_s2.tif,D:\try\000038\25\2020_dynamicWorld.tif,0
D:\try\000038\26\2017_s2.tif,D:\try\000038\26\2017_dynamicWorld.tif,0
D:\try\000038\26\2019_s2.tif,D:\try\000038\26\2019_dynamicWorld.tif,0
D:\try\000038\26\2021_s2.tif,D:\try\000038\26\2021_dynamicWorld.tif,0
D:\try\000038\27\2016_s2.tif,D:\try\000038\27\2016_dynamicWorld.tif,0
D:\try\000038\27\2019_s2.tif,D:\try\000038\27\2019_dynamicWorld.tif,0
D:\try\000038\27\2021_s2.tif,D:\try\000038\27\2021_dynamicWorld.tif,0
D:\try\000038\28\2017_s2.tif,D:\try\000038\28\2017_dynamicWorld.tif,0
D:\try\000038\28\2018_s2.tif,D:\try\000038\28\2018_dynamicWorld.tif,0
D:\try\000038\28\2021_s2.tif,D:\try\000038\28\2021_dynamicWorld.tif,0
D:\try\000038\29\2016_s2.tif,D:\try\000038\29\2016_dynamicWorld.tif,0
D:\try\000038\29\2018_s2.tif,D:\try\000038\29\2018_dynamicWorld.tif,0
D:\try\000038\29\2020_s2.tif,D:\try\000038\29\2020_dynamicWorld.tif,0
D:\try\000038\3\2016_s2.tif,D:\try\000038\3\2016_dynamicWorld.tif,0
D:\try\000038\3\2017_s2.tif,D:\try\000038\3\2017_dynamicWorld.tif,0
D:\try\000038\3\2021_s2.tif,D:\try\000038\3\2021_dynamicWorld.tif,0
D:\try\000038\30\2016_s2.tif,D:\try\000038\30\2016_dynamicWorld.tif,268
D:\try\000038\30\2018_s2.tif,D:\try\000038\30\2018_dynamicWorld.tif,223
D:\try\000038\30\2020_s2.tif,D:\try\000038\30\2020_dynamicWorld.tif,264
D:\try\000038\31\2016_s2.tif,D:\try\000038\31\2016_dynamicWorld.tif,0
D:\try\000038\31\2017_s2.tif,D:\try\000038\31\2017_dynamicWorld.tif,0
D:\try\000038\31\2018_s2.tif,D:\try\000038\31\2018_dynamicWorld.tif,0
D:\try\000038\32\2016_s2.tif,D:\try\000038\32\2016_dynamicWorld.tif,0
D:\try\000038\32\2017_s2.tif,D:\try\000038\32\2017_dynamicWorld.tif,0
D:\try\000038\32\2018_s2.tif,D:\try\000038\32\2018_dynamicWorld.tif,0
D:\try\000038\33\2017_s2.tif,D:\try\000038\33\2017_dynamicWorld.tif,0
D:\try\000038\33\2020_s2.tif,D:\try\000038\33\2020_dynamicWorld.tif,0
D:\try\000038\33\2021_s2.tif,D:\try\000038\33\2021_dynamicWorld.tif,0
D:\try\000038\34\2019_s2.tif,D:\try\000038\34\2019_dynamicWorld.tif,0
D:\try\000038\34\2020_s2.tif,D:\try\000038\34\2020_dynamicWorld.tif,0
D:\try\000038\34\2021_s2.tif,D:\try\000038\34\2021_dynamicWorld.tif,0
D:\try\000038\35\2017_s2.tif,D:\try\000038\35\2017_dynamicWorld.tif,178
D:\try\000038\35\2018_s2.tif,D:\try\000038\35\2018_dynamicWorld.tif,227
D:\try\000038\35\2021_s2.tif,D:\try\000038\35\2021_dynamicWorld.tif,368
D:\try\000038\36\2018_s2.tif,D:\try\000038\36\2018_dynamicWorld.tif,3647
D:\try\000038\36\2019_s2.tif,D:\try\000038\36\2019_dynamicWorld.tif,4416
D:\try\000038\36\2020_s2.tif,D:\try\000038\36\2020_dynamicWorld.tif,4287
D:\try\000038\37\2016_s2.tif,D:\try\000038\37\2016_dynamicWorld.tif,0
D:\try\000038\37\2018_s2.tif,D:\try\000038\37\2018_dynamicWorld.tif,0
D:\try\000038\37\2021_s2.tif,D:\try\000038\37\2021_dynamicWorld.tif,0
D:\try\000038\38\2018_s2.tif,D:\try\000038\38\2018_dynamicWorld.tif,0
D:\try\000038\38\2019_s2.tif,D:\try\000038\38\2019_dynamicWorld.tif,0
D:\try\000038\38\2021_s2.tif,D:\try\000038\38\2021_dynamicWorld.tif,0
D:\try\000038\39\2016_s2.tif,D:\try\000038\39\2016_dynamicWorld.tif,0
D:\try\000038\39\2018_s2.tif,D:\try\000038\39\2018_dynamicWorld.tif,0
D:\try\000038\39\2021_s2.tif,D:\try\000038\39\2021_dynamicWorld.tif,0
D:\try\000038\4\2016_s2.tif,D:\try\000038\4\2016_dynamicWorld.tif,0
D:\try\000038\4\2019_s2.tif,D:\try\000038\4\2019_dynamicWorld.tif,0
D:\try\000038\4\2021_s2.tif,D:\try\000038\4\2021_dynamicWorld.tif,0
D:\try\000038\40\2016_s2.tif,D:\try\000038\40\2016_dynamicWorld.tif,0
D:\try\000038\40\2018_s2.tif,D:\try\000038\40\2018_dynamicWorld.tif,0
D:\try\000038\40\2021_s2.tif,D:\try\000038\40\2021_dynamicWorld.tif,0
D:\try\000038\41\2017_s2.tif,D:\try\000038\41\2017_dynamicWorld.tif,0
D:\try\000038\41\2020_s2.tif,D:\try\000038\41\2020_dynamicWorld.tif,0
D:\try\000038\41\2021_s2.tif,D:\try\000038\41\2021_dynamicWorld.tif,0
D:\try\000038\42\2016_s2.tif,D:\try\000038\42\2016_dynamicWorld.tif,0
D:\try\000038\42\2019_s2.tif,D:\try\000038\42\2019_dynamicWorld.tif,0
D:\try\000038\42\2021_s2.tif,D:\try\000038\42\2021_dynamicWorld.tif,0
D:\try\000038\43\2016_s2.tif,D:\try\000038\43\2016_dynamicWorld.tif,2098
D:\try\000038\43\2017_s2.tif,D:\try\000038\43\2017_dynamicWorld.tif,1864
D:\try\000038\43\2021_s2.tif,D:\try\000038\43\2021_dynamicWorld.tif,2017
D:\try\000038\44\2016_s2.tif,D:\try\000038\44\2016_dynamicWorld.tif,0
D:\try\000038\44\2017_s2.tif,D:\try\000038\44\2017_dynamicWorld.tif,0
D:\try\000038\44\2021_s2.tif,D:\try\000038\44\2021_dynamicWorld.tif,0
D:\try\000038\45\2017_s2.tif,D:\try\000038\45\2017_dynamicWorld.tif,260
D:\try\000038\45\2020_s2.tif,D:\try\000038\45\2020_dynamicWorld.tif,132
D:\try\000038\45\2021_s2.tif,D:\try\000038\45\2021_dynamicWorld.tif,138
D:\try\000038\46\2018_s2.tif,D:\try\000038\46\2018_dynamicWorld.tif,0
D:\try\000038\46\2019_s2.tif,D:\try\000038\46\2019_dynamicWorld.tif,0
D:\try\000038\46\2020_s2.tif,D:\try\000038\46\2020_dynamicWorld.tif,0
D:\try\000038\47\2016_s2.tif,D:\try\000038\47\2016_dynamicWorld.tif,18
D:\try\000038\47\2019_s2.tif,D:\try\000038\47\2019_dynamicWorld.tif,0
D:\try\000038\47\2021_s2.tif,D:\try\000038\47\2021_dynamicWorld.tif,0
D:\try\000038\48\2016_s2.tif,D:\try\000038\48\2016_dynamicWorld.tif,87
D:\try\000038\48\2017_s2.tif,D:\try\000038\48\2017_dynamicWorld.tif,0
D:\try\000038\48\2018_s2.tif,D:\try\000038\48\2018_dynamicWorld.tif,0
D:\try\000038\49\2016_s2.tif,D:\try\000038\49\2016_dynamicWorld.tif,0
D:\try\000038\49\2018_s2.tif,D:\try\000038\49\2018_dynamicWorld.tif,0
D:\try\000038\49\2019_s2.tif,D:\try\000038\49\2019_dynamicWorld.tif,0
D:\try\000038\5\2016_s2.tif,D:\try\000038\5\2016_dynamicWorld.tif,0
D:\try\000038\5\2017_s2.tif,D:\try\000038\5\2017_dynamicWorld.tif,0
D:\try\000038\5\2018_s2.tif,D:\try\000038\5\2018_dynamicWorld.tif,0
D:\try\000038\50\2016_s2.tif,D:\try\000038\50\2016_dynamicWorld.tif,0
D:\try\000038\50\2018_s2.tif,D:\try\000038\50\2018_dynamicWorld.tif,0
D:\try\000038\50\2019_s2.tif,D:\try\000038\50\2019_dynamicWorld.tif,0
D:\try\000038\51\2016_s2.tif,D:\try\000038\51\2016_dynamicWorld.tif,0
D:\try\000038\51\2018_s2.tif,D:\try\000038\51\2018_dynamicWorld.tif,0
D:\try\000038\51\2020_s2.tif,D:\try\000038\51\2020_dynamicWorld.tif,0
D:\try\000038\52\2017_s2.tif,D:\try\000038\52\2017_dynamicWorld.tif,0
D:\try\000038\52\2020_s2.tif,D:\try\000038\52\2020_dynamicWorld.tif,0
D:\try\000038\52\2021_s2.tif,D:\try\000038\52\2021_dynamicWorld.tif,0
D:\try\000038\53\2018_s2.tif,D:\try\000038\53\2018_dynamicWorld.tif,0
